time_s,voltage_V
0.0,0.0
1.9999999999999997e-09,0.033222468724827814
3.9999999999999994e-09,0.06622419096402155
5.999999999999999e-09,0.09900663346622374
7.999999999999999e-09,0.131571253234275
9.999999999999999e-09,0.1639194975899705
1.1999999999999998e-08,0.19605280423838412
1.3999999999999998e-08,0.22797260133176678
1.5999999999999998e-08,0.2596803075330223
1.7999999999999996e-08,0.2911773320787564
1.9999999999999997e-08,0.3224650748419111
2.2e-08,0.35354492639398216
2.3999999999999997e-08,0.3844182680668212
2.5999999999999995e-08,0.4150864720140285
2.7999999999999996e-08,0.4455509012719394
3e-08,0.4758129098202024
3.1999999999999995e-08,0.5058738426419557
3.3999999999999993e-08,0.5357350357836077
3.599999999999999e-08,0.5653978164142126
3.7999999999999996e-08,0.594863502884459
3.9999999999999994e-08,0.6241334047852626
4.199999999999999e-08,0.6532088230059707
4.4e-08,0.6820910497921795
4.5999999999999995e-08,0.7107813688031661
4.799999999999999e-08,0.7392810551689433
4.999999999999999e-08,0.7675913755469294
5.199999999999999e-08,0.7957135881782462
5.3999999999999994e-08,0.82364894294364
5.599999999999999e-08,0.8513986814190311
5.799999999999999e-08,0.8789640369306984
6e-08,0.9063462346100909
6.199999999999999e-08,0.9335464914482788
6.399999999999999e-08,0.960566016350044
6.6e-08,0.9874060101876075
6.799999999999999e-08,1.0140676658540027
6.999999999999999e-08,1.0405521683160917
7.199999999999998e-08,1.0668606946672328
7.399999999999999e-08,1.092994414179595
7.599999999999999e-08,1.1189544883561242
7.799999999999998e-08,1.1447420709821687
7.999999999999999e-08,1.1703583081767566
8.199999999999999e-08,1.1958043384435357
8.399999999999998e-08,1.2210812927213728
8.599999999999999e-08,1.2461902944346188
8.8e-08,1.2711324595430389
8.999999999999999e-08,1.2959088965914107
9.199999999999999e-08,1.3205207067587916
9.399999999999998e-08,1.344968983907463
9.599999999999999e-08,1.3692548146315453
9.799999999999999e-08,1.39337927830529
9.999999999999998e-08,1.4173434471310538
1.0199999999999999e-07,1.4411483861869512
1.0399999999999998e-07,1.4647951534741925
1.0599999999999998e-07,1.4882847999641053
1.0799999999999999e-07,1.5116183696448449
1.0999999999999998e-07,1.5347968995677923
1.1199999999999998e-07,1.5578214198936498
1.1399999999999999e-07,1.5806929539382208
1.1599999999999998e-07,1.6034125182178949
1.1799999999999998e-07,1.6259811224948244
1.2e-07,1.6483997698218034
1.2199999999999998e-07,1.6706694565868474
1.2399999999999997e-07,1.6927911725574791
1.26e-07,1.7147659009247163
1.2799999999999998e-07,1.7365946183467695
1.2999999999999997e-07,1.7582782949924514
1.32e-07,1.7798178945842935
1.3399999999999998e-07,1.8012143744413778
1.3599999999999997e-07,1.822468685521888
1.38e-07,1.8435817724653702
1.3999999999999998e-07,1.864554573634719
1.4199999999999997e-07,1.8853880211578844
1.4399999999999997e-07,1.9060830409692953
1.4599999999999998e-07,1.9266405528510182
1.4799999999999998e-07,1.9470614704736304
1.4999999999999997e-07,1.9673467014368322
1.5199999999999998e-07,1.9874971473097847
1.5399999999999998e-07,2.007513703671176
1.5599999999999997e-07,2.027397260149028
1.5799999999999999e-07,2.0471487004602356
1.5999999999999998e-07,2.066768902449841
1.6199999999999997e-07,2.0862587381300512
1.6399999999999999e-07,2.1056190737189944
1.6599999999999998e-07,2.1248507696792163
1.6799999999999997e-07,2.1439546807559258
1.7e-07,2.162931656014981
1.7199999999999998e-07,2.181782538880629
1.7399999999999997e-07,2.20050816717299
1.76e-07,2.219109373145291
1.7799999999999998e-07,2.2375869835208606
1.7999999999999997e-07,2.255941819529868
1.8199999999999996e-07,2.274174696945823
1.8399999999999998e-07,2.2922864261218354
1.8599999999999997e-07,2.310277812026627
1.8799999999999996e-07,2.3281496542803115
1.8999999999999998e-07,2.34590274718993
1.9199999999999997e-07,2.3635378797847566
1.9399999999999996e-07,2.3810558358513663
1.9599999999999998e-07,2.3984573939684655
1.9799999999999997e-07,2.4157433275415037
1.9999999999999996e-07,2.4329144048370397
2.0199999999999998e-07,2.4499713890168917
2.0399999999999997e-07,2.4669150381720515
2.0599999999999997e-07,2.4837461053563836
2.0799999999999996e-07,2.5004653386200886
2.0999999999999997e-07,2.5170734810429525
2.1199999999999997e-07,2.5335712707673714
2.1399999999999996e-07,2.5499594410311612
2.1599999999999998e-07,2.5662387202001415
2.1799999999999997e-07,2.5824098318005113
2.1999999999999996e-07,2.598473494551003
2.2199999999999998e-07,2.614430422394828
2.2399999999999997e-07,2.6302813245314063
2.2599999999999996e-07,2.6460269054478847
2.2799999999999998e-07,2.661667864950454
2.2999999999999997e-07,2.677204898195442
2.3199999999999996e-07,2.6926386957202197
2.3399999999999998e-07,2.7079699434738824
2.3599999999999997e-07,2.723199322847743
